epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1161.57,2.31594,2.19539,2.75444,0.39594,0.46099,0.35863,0.15492,2.1327,2.24679,2.80308,0.001208,0.001208,0.001208
22,1216.22,2.29698,2.1904,2.72933,0.74488,0.46154,0.56605,0.29911,1.9373,3.02501,2.62614,0.0011684,0.0011684,0.0011684
23,1272.09,2.34961,2.1705,2.7446,0.54858,0.50183,0.54336,0.25496,2.06197,2.38387,2.70554,0.0011288,0.0011288,0.0011288
24,1328.02,2.25317,2.17902,2.69721,0.72623,0.44689,0.56588,0.25567,2.00883,1.91064,2.6474,0.0010892,0.0010892,0.0010892
25,1383.71,2.14594,1.9702,2.56201,0.73564,0.45788,0.56113,0.29119,1.93712,1.86867,2.61748,0.0010496,0.0010496,0.0010496
26,1439.34,2.2473,2.06209,2.665,0.62176,0.49451,0.49263,0.26023,1.97213,1.99933,2.63176,0.00101,0.00101,0.00101
27,1493.64,2.12633,1.93263,2.52805,0.85488,0.49817,0.55406,0.26347,1.93461,2.02262,2.61628,0.0009704,0.0009704,0.0009704
28,1549.05,2.1996,2.08046,2.63569,0.57343,0.50549,0.46607,0.24578,1.9521,2.1397,2.59761,0.0009308,0.0009308,0.0009308
29,1603.26,2.13726,1.97215,2.5747,0.74952,0.48352,0.52242,0.27744,1.99797,2.62904,2.63302,0.0008912,0.0008912,0.0008912
30,1657.9,2.12624,1.9825,2.60421,0.92369,0.51648,0.57697,0.28565,1.98773,2.90421,2.60036,0.0008516,0.0008516,0.0008516
31,1712.95,2.12236,1.88905,2.56348,0.92679,0.51011,0.57224,0.3314,1.87346,3.43843,2.56182,0.000812,0.000812,0.000812
32,1767.46,2.08372,2.03478,2.59778,0.86972,0.49084,0.622,0.30975,1.90416,1.74521,2.5567,0.0007724,0.0007724,0.0007724
33,1821.53,2.1181,1.84277,2.51777,0.89158,0.51209,0.64143,0.34563,1.84891,1.66159,2.52154,0.0007328,0.0007328,0.0007328
34,1875.55,2.00576,1.81373,2.47191,0.8589,0.49817,0.65161,0.37758,1.75043,1.65341,2.48421,0.0006932,0.0006932,0.0006932
35,1931.44,2.02483,1.84362,2.49793,0.88573,0.51109,0.63978,0.35814,1.7764,2.01837,2.463,0.0006536,0.0006536,0.0006536
36,1987.29,1.88111,1.71537,2.34561,0.87319,0.50549,0.53147,0.26921,2.08793,5.63156,2.71594,0.000614,0.000614,0.000614
37,2053.83,1.97366,1.78739,2.45449,0.93689,0.51648,0.65814,0.35937,1.79415,1.85212,2.49084,0.0005744,0.0005744,0.0005744
38,2124.02,1.99944,1.89802,2.46268,0.74546,0.59001,0.68899,0.38517,1.76326,1.54018,2.41701,0.0005348,0.0005348,0.0005348
39,2197.29,1.99139,1.84368,2.47204,0.92685,0.50916,0.68844,0.37969,1.76075,1.53402,2.43515,0.0004952,0.0004952,0.0004952
40,2264.01,1.97134,1.81124,2.45057,0.836,0.59707,0.73015,0.42069,1.6699,1.48741,2.39527,0.0004556,0.0004556,0.0004556
41,2328.61,1.79878,1.78544,2.37611,0.83939,0.57875,0.73375,0.40917,1.6497,1.55479,2.37311,0.000416,0.000416,0.000416
42,2379.06,1.74198,1.71249,2.36886,0.89982,0.55934,0.73932,0.41511,1.66372,1.58991,2.36637,0.0003764,0.0003764,0.0003764
43,2430.96,1.66957,1.60287,2.29845,0.82932,0.57509,0.73025,0.43779,1.60127,1.50208,2.33517,0.0003368,0.0003368,0.0003368
44,2482.8,1.69551,1.61557,2.28665,0.90914,0.58646,0.73954,0.45646,1.571,1.43743,2.30332,0.0002972,0.0002972,0.0002972
45,2535.32,1.73446,1.56363,2.35164,0.9359,0.58835,0.76193,0.47596,1.53147,1.40758,2.28006,0.0002576,0.0002576,0.0002576
46,2599.18,1.70181,1.59439,2.33184,0.87379,0.60863,0.76334,0.47233,1.51389,1.43108,2.2696,0.000218,0.000218,0.000218
47,2665.35,1.67603,1.52599,2.33079,0.91939,0.58488,0.77051,0.47401,1.52106,1.3827,2.26989,0.0001784,0.0001784,0.0001784
48,2742.04,1.66012,1.49944,2.28588,0.83878,0.62891,0.78015,0.48206,1.50367,1.35072,2.26468,0.0001388,0.0001388,0.0001388
49,2796.18,1.63555,1.50139,2.32372,0.82888,0.62101,0.7797,0.48067,1.4847,1.33935,2.24746,9.92e-05,9.92e-05,9.92e-05
50,2857.61,1.6246,1.4932,2.28366,0.89106,0.59925,0.78405,0.48676,1.46443,1.32916,2.22776,5.96e-05,5.96e-05,5.96e-05
