epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,323.187,2.87511,2.6045,3.6482,0.00856,0.57463,0.02827,0.00837,3.40501,3.21196,4.1231,0.00049532,0.00049532,0.00049532
32,333.163,2.84836,2.64241,3.56753,0.00844,0.56716,0.02621,0.00823,3.40845,3.21385,4.13096,0.000486612,0.000486612,0.000486612
33,343.3,2.91339,2.71259,3.64193,0.00833,0.5597,0.02492,0.00829,3.42051,3.21665,4.14534,0.00047632,0.00047632,0.00047632
34,353.322,2.8968,2.53738,3.50996,0.00833,0.5597,0.02492,0.00829,3.42051,3.21665,4.14534,0.000464444,0.000464444,0.000464444
35,363.573,3.01084,2.61846,3.58803,0.00844,0.56716,0.02493,0.00824,3.44521,3.22411,4.16703,0.000450984,0.000450984,0.000450984
36,373.796,2.95335,2.54307,3.52307,0.00856,0.57463,0.02481,0.00835,3.43689,3.21818,4.15724,0.00043594,0.00043594,0.00043594
37,384.095,2.89242,2.5255,3.51534,0.00856,0.57463,0.02481,0.00835,3.43689,3.21818,4.15724,0.000419312,0.000419312,0.000419312
38,394.391,2.79217,2.57306,3.43292,0.00844,0.56716,0.02279,0.00798,3.44682,3.22184,4.16436,0.0004011,0.0004011,0.0004011
39,404.941,2.76273,2.59399,3.52432,0.00833,0.5597,0.02435,0.0078,3.4319,3.22239,4.1492,0.000381304,0.000381304,0.000381304
40,416.188,2.90706,2.69867,3.5819,0.00833,0.5597,0.02435,0.0078,3.4319,3.22239,4.1492,0.000359924,0.000359924,0.000359924
41,431.27,2.54439,2.64706,3.32514,0.00833,0.5597,0.02155,0.00755,3.44553,3.23797,4.16359,0.00033696,0.00033696,0.00033696
42,445.72,2.59412,2.64671,3.31789,0.00833,0.5597,0.02802,0.00734,3.4884,3.27606,4.20769,0.000312412,0.000312412,0.000312412
43,456.369,2.70585,2.68431,3.34115,0.00833,0.5597,0.02802,0.00734,3.4884,3.27606,4.20769,0.00028628,0.00028628,0.00028628
44,467.461,2.73562,2.59764,3.38749,0.00833,0.5597,0.02656,0.00715,3.52515,3.31053,4.23565,0.000258564,0.000258564,0.000258564
45,479.495,2.53348,2.44069,3.20428,0.00833,0.5597,0.02656,0.00715,3.52515,3.31053,4.23565,0.000229264,0.000229264,0.000229264
46,493.766,2.50911,2.51551,3.25758,0.00833,0.5597,0.02477,0.00667,3.50227,3.31321,4.21356,0.00019838,0.00019838,0.00019838
47,507.205,2.48685,2.49813,3.19889,0.00833,0.5597,0.02477,0.00667,3.50227,3.31321,4.21356,0.000165912,0.000165912,0.000165912
48,521.669,2.53985,2.51461,3.25162,0.00844,0.56716,0.02519,0.00714,3.4425,3.28922,4.16174,0.00013186,0.00013186,0.00013186
49,535.336,2.4254,2.40908,3.20294,0.00844,0.56716,0.02519,0.00714,3.4425,3.28922,4.16174,9.6224e-05,9.6224e-05,9.6224e-05
50,546.14,2.50295,2.51439,3.22724,0.00856,0.57463,0.02235,0.0069,3.39328,3.27301,4.11471,5.9004e-05,5.9004e-05,5.9004e-05
